topic,strategy,rank,tts,tts_tfidf,kis
397,s4,9,automobil recal identifi document discuss reason relev specifi major,automobil recal document relev discuss specifi reason truck manufactur,recal car ford vehicl defect motor safeti mitsubishi model
397,s4,10,automobil recal identifi document discuss reason relev specifi major minor,automobil recal document relev discuss specifi reason truck manufactur identifi,recal car ford vehicl defect motor safeti mitsubishi model toyota
310,s4,1,radio,cancer,cancer
310,s4,2,radio wave,cancer brain,cancer electromagnet
310,s4,3,radio wave brain,cancer brain radio,cancer electromagnet studi
310,s4,4,radio wave brain cancer,cancer brain radio mobil,cancer electromagnet studi field
310,s4,5,radio wave brain cancer evid,cancer brain radio mobil tower,cancer electromagnet studi field radiat
310,s4,6,radio wave brain cancer evid from,cancer brain radio mobil tower phone,cancer electromagnet studi field radiat brain
310,s4,7,radio wave brain cancer evid from tower,cancer brain radio mobil tower phone car,cancer electromagnet studi field radiat brain phone
310,s4,8,radio wave brain cancer evid from tower car,cancer brain radio mobil tower phone car incid,cancer electromagnet studi field radiat brain phone tumor
310,s4,9,radio wave brain cancer evid from tower car mobil,cancer brain radio mobil tower phone car incid wave,cancer electromagnet studi field radiat brain phone tumor cell
310,s4,10,radio wave brain cancer evid from tower car mobil phone,cancer brain radio mobil tower phone car incid wave popul,cancer electromagnet studi field radiat brain phone tumor cell power
354,s4,1,journalist,journalist,journalist
354,s4,2,journalist risk,journalist hostag,journalist pearl
354,s4,3,journalist risk identifi,journalist hostag e.g,journalist pearl kill
354,s4,4,journalist risk identifi instanc,journalist hostag e.g instanc,journalist pearl kill report
354,s4,5,journalist risk identifi instanc where,journalist hostag e.g instanc arrest,journalist pearl kill report mr
354,s4,6,journalist risk identifi instanc where ha,journalist hostag e.g instanc arrest identifi,journalist pearl kill report mr hostag
354,s4,7,journalist risk identifi instanc where ha been,journalist hostag e.g instanc arrest identifi risk,journalist pearl kill report mr hostag sheikh
354,s4,8,journalist risk identifi instanc where ha been put,journalist hostag e.g instanc arrest identifi risk kill,journalist pearl kill report mr hostag sheikh kidnap
354,s4,9,journalist risk identifi instanc where ha been put e.g,journalist hostag e.g instanc arrest identifi risk kill relev,journalist pearl kill report mr hostag sheikh kidnap pakistani
354,s4,10,journalist risk identifi instanc where ha been put e.g kill,journalist hostag e.g instanc arrest identifi risk kill relev taken,journalist pearl kill report mr hostag sheikh kidnap pakistani pakistan
355,s4,1,ocean,remot,satellit
355,s4,2,ocean remot,remot ocean,satellit ocean
355,s4,3,ocean remot sens,remot ocean relev,satellit ocean earth
355,s4,4,ocean remot sens identifi,remot ocean relev sens,satellit ocean earth sea
355,s4,5,ocean remot sens identifi document,remot ocean relev sens applic,satellit ocean earth sea scientist
355,s4,6,ocean remot sens identifi document discuss,remot ocean relev sens applic document,satellit ocean earth sea scientist climat
355,s4,7,ocean remot sens identifi document discuss develop,remot ocean relev sens applic document seab,satellit ocean earth sea scientist climat ic
355,s4,8,ocean remot sens identifi document discuss develop applic,remot ocean relev sens applic document seab oceanographi,satellit ocean earth sea scientist climat ic data
355,s4,9,ocean remot sens identifi document discuss develop applic space,remot ocean relev sens applic document seab oceanographi apertur,satellit ocean earth sea scientist climat ic data dr
355,s4,10,ocean remot sens identifi document discuss develop applic space oceanographi,remot ocean relev sens applic document seab oceanographi apertur mine,satellit ocean earth sea scientist climat ic data dr space
399,s4,1,oceanograph,oceanograph,ship
399,s4,2,oceanograph vessel,oceanograph vessel,ship ocean
399,s4,3,oceanograph vessel identifi,oceanograph vessel relev,ship ocean sea
399,s4,4,oceanograph vessel identifi document,oceanograph vessel relev activ,ship ocean sea submarin
399,s4,5,oceanograph vessel identifi document discuss,oceanograph vessel relev activ document,ship ocean sea submarin deep
399,s4,6,oceanograph vessel identifi document discuss activ,oceanograph vessel relev activ document equip,ship ocean sea submarin deep water
399,s4,7,oceanograph vessel identifi document discuss activ equip,oceanograph vessel relev activ document equip oceanographi,ship ocean sea submarin deep water scientist
399,s4,8,oceanograph vessel identifi document discuss activ equip relev,oceanograph vessel relev activ document equip oceanographi undersea,ship ocean sea submarin deep water scientist vessel
399,s4,9,oceanograph vessel identifi document discuss activ equip relev contain,oceanograph vessel relev activ document equip oceanographi undersea monitor,ship ocean sea submarin deep water scientist vessel oceanograph
399,s4,10,oceanograph vessel identifi document discuss activ equip relev contain inform,oceanograph vessel relev activ document equip oceanographi undersea monitor ship,ship ocean sea submarin deep water scientist vessel oceanograph dr
356,s4,1,postmenopaus,estrogen,hormon
356,s4,2,postmenopaus estrogen,estrogen postmenopaus,hormon estrogen
356,s4,3,postmenopaus estrogen britain,estrogen postmenopaus kingdom,hormon estrogen breast
356,s4,4,postmenopaus estrogen britain identifi,estrogen postmenopaus kingdom relev,hormon estrogen breast cancer
356,s4,5,postmenopaus estrogen britain identifi document,estrogen postmenopaus kingdom relev britain,hormon estrogen breast cancer women
356,s4,6,postmenopaus estrogen britain identifi document discuss,estrogen postmenopaus kingdom relev britain hormon,hormon estrogen breast cancer women androgen
356,s4,7,postmenopaus estrogen britain identifi document discuss us,estrogen postmenopaus kingdom relev britain hormon suppress,hormon estrogen breast cancer women androgen menopaus
356,s4,8,postmenopaus estrogen britain identifi document discuss us women,estrogen postmenopaus kingdom relev britain hormon suppress therapi,hormon estrogen breast cancer women androgen menopaus testosteron
356,s4,9,postmenopaus estrogen britain identifi document discuss us women hormon,estrogen postmenopaus kingdom relev britain hormon suppress therapi document,hormon estrogen breast cancer women androgen menopaus testosteron therapi
356,s4,10,postmenopaus estrogen britain identifi document discuss us women hormon replac,estrogen postmenopaus kingdom relev britain hormon suppress therapi document unit,hormon estrogen breast cancer women androgen menopaus testosteron therapi studi
433,s4,1,greek,stoicism,greek
433,s4,2,greek philosophi,stoicism stoic,greek novel
433,s4,3,greek philosophi stoicism,stoicism stoic greek,greek novel stockdal
433,s4,4,greek philosophi stoicism contemporari,stoicism stoic greek philosophi,greek novel stockdal univers
433,s4,5,greek philosophi stoicism contemporari interest,stoicism stoic greek philosophi relev,greek novel stockdal univers stoic
433,s4,6,greek philosophi stoicism contemporari interest actual,stoicism stoic greek philosophi relev philosoph,greek novel stockdal univers stoic philosoph
433,s4,7,greek philosophi stoicism contemporari interest actual refer,stoicism stoic greek philosophi relev philosoph product,greek novel stockdal univers stoic philosoph life
433,s4,8,greek philosophi stoicism contemporari interest actual refer philosoph,stoicism stoic greek philosophi relev philosoph product contemporari,greek novel stockdal univers stoic philosoph life mee
433,s4,9,greek philosophi stoicism contemporari interest actual refer philosoph product,stoicism stoic greek philosophi relev philosoph product contemporari artist,greek novel stockdal univers stoic philosoph life mee philosophi
433,s4,10,greek philosophi stoicism contemporari interest actual refer philosoph product stoic,stoicism stoic greek philosophi relev philosoph product contemporari artist actual,greek novel stockdal univers stoic philosoph life mee philosophi epictetu
435,s4,1,curb,popul,popul
435,s4,2,curb popul,popul relev,popul famili
435,s4,3,curb popul growth,popul relev curb,popul famili birth
435,s4,4,curb popul growth what,popul relev curb measur,popul famili birth contracept
435,s4,5,curb popul growth what measur,popul relev curb measur involuntarili,popul famili birth contracept plan
435,s4,6,curb popul growth what measur have,popul relev curb measur involuntarili growth,popul famili birth contracept plan china
435,s4,7,curb popul growth what measur have been,popul relev curb measur involuntarili growth famin,popul famili birth contracept plan china women
435,s4,8,curb popul growth what measur have been taken,popul relev curb measur involuntarili growth famin passiv,popul famili birth contracept plan china women children
435,s4,9,curb popul growth what measur have been taken worldwid,popul relev curb measur involuntarili growth famin passiv taken,popul famili birth contracept plan china women children steril
435,s4,10,curb popul growth what measur have been taken worldwid countri,popul relev curb measur involuntarili growth famin passiv taken been,popul famili birth contracept plan china women children steril child
677,s4,1,lean,pisa,tower
677,s4,2,lean tower,pisa tower,tower pisa
677,s4,3,lean tower pisa,pisa tower lean,tower pisa lean
677,s4,4,lean tower pisa what,pisa tower lean measur,tower pisa lean tilt
677,s4,5,lean tower pisa what effort,pisa tower lean measur relev,tower pisa lean tilt jamiolkowski
677,s4,6,lean tower pisa what effort have,pisa tower lean measur relev reinforc,tower pisa lean tilt jamiolkowski pisan
677,s4,7,lean tower pisa what effort have been,pisa tower lean measur relev reinforc effort,tower pisa lean tilt jamiolkowski pisan granchi
677,s4,8,lean tower pisa what effort have been made,pisa tower lean measur relev reinforc effort stabil,tower pisa lean tilt jamiolkowski pisan granchi toniolo
677,s4,9,lean tower pisa what effort have been made stabil,pisa tower lean measur relev reinforc effort stabil provid,tower pisa lean tilt jamiolkowski pisan granchi toniolo reopen
677,s4,10,lean tower pisa what effort have been made stabil how,pisa tower lean measur relev reinforc effort stabil provid document,tower pisa lean tilt jamiolkowski pisan granchi toniolo reopen ingot
436,s4,1,railwai,accid,train
436,s4,2,railwai accid,accid railwai,train accid
436,s4,3,railwai accid what,accid railwai relev,train accid railroad
436,s4,4,railwai accid what caus,accid railwai relev railroad,train accid railroad derail
436,s4,5,railwai accid what caus throughout,accid railwai relev railroad streetcar,train accid railroad derail crash
436,s4,6,railwai accid what caus throughout world,accid railwai relev railroad streetcar safeti,train accid railroad derail crash amtrak
436,s4,7,railwai accid what caus throughout world relev,accid railwai relev railroad streetcar safeti trollei,train accid railroad derail crash amtrak track
436,s4,8,railwai accid what caus throughout world relev document,accid railwai relev railroad streetcar safeti trollei document,train accid railroad derail crash amtrak track passeng
436,s4,9,railwai accid what caus throughout world relev document provid,accid railwai relev railroad streetcar safeti trollei document locomot,train accid railroad derail crash amtrak track passeng car
436,s4,10,railwai accid what caus throughout world relev document provid data,accid railwai relev railroad streetcar safeti trollei document locomot pedestrian,train accid railroad derail crash amtrak track passeng car said
439,s4,1,invent,discoveri,patent
439,s4,2,invent scientif,discoveri scientif,patent research
439,s4,3,invent scientif discoveri,discoveri scientif invent,patent research dr
439,s4,4,invent scientif discoveri what,discoveri scientif invent relev,patent research dr laser
439,s4,5,invent scientif discoveri what new,discoveri scientif invent relev astronomi,patent research dr laser chip
439,s4,6,invent scientif discoveri what new have,discoveri scientif invent relev astronomi patent,patent research dr laser chip devic
439,s4,7,invent scientif discoveri what new have been,discoveri scientif invent relev astronomi patent descript,patent research dr laser chip devic transistor
439,s4,8,invent scientif discoveri what new have been made,discoveri scientif invent relev astronomi patent descript defin,patent research dr laser chip devic transistor molecul
439,s4,9,invent scientif discoveri what new have been made word,discoveri scientif invent relev astronomi patent descript defin document,patent research dr laser chip devic transistor molecul optic
439,s4,10,invent scientif discoveri what new have been made word descript,discoveri scientif invent relev astronomi patent descript defin document occur,patent research dr laser chip devic transistor molecul optic silicon
362,s4,1,human,smuggl,immigr
362,s4,2,human smuggl,smuggl human,immigr smuggl
362,s4,3,human smuggl identifi,smuggl human incid,immigr smuggl smuggler
362,s4,4,human smuggl identifi incid,smuggl human incid smuggler,immigr smuggl smuggler illeg
